X, Y, Z
-3.500000000000000000e+00,8.5,-121.90160369873
-3.500000000000000000e+00,9,-130.737487792969
-3.500000000000000000e+00,9.5,-137.770812988281
-3.500000000000000000e+00,10,-146.318664550781
-3.500000000000000000e+00,-10,-246.617584228516
-3.000000000000000000e+00,-9.5,-245.49934387207
-3.000000000000000000e+00,-9,-240.824844360352
-3.000000000000000000e+00,-8.5,-226.754821777344
-3.000000000000000000e+00,-8,-197.340759277344
-3.000000000000000000e+00,-7.5,-158.467987060547
-3.000000000000000000e+00,-7,-121.25553894043
-3.000000000000000000e+00,-6.5,-93.7195892333984
-3.000000000000000000e+00,-6,-78.9566345214844
-3.000000000000000000e+00,-5.5,-71.2073059082031
-3.000000000000000000e+00,-5,-63.9666213989258
-3.000000000000000000e+00,-4.5,-54.206787109375
-3.000000000000000000e+00,-4,-41.7554206848144
-3.000000000000000000e+00,-3.5,-27.8118553161621
-3.000000000000000000e+00,-3,-15.5509433746338
-3.000000000000000000e+00,-2.5,-4.97167873382568
-3.000000000000000000e+00,-2,7.60222244262695
-3.000000000000000000e+00,-1.5,15.6107292175293
-3.000000000000000000e+00,-1,18.1712627410889
-3.000000000000000000e+00,-0.5,19.1470985412598
-3.000000000000000000e+00,0,19.7879962921143
-3.000000000000000000e+00,0.5,20.3352909088135
-3.000000000000000000e+00,1,20.7910003662109
-3.000000000000000000e+00,1.5,20.9624328613281
-3.000000000000000000e+00,2,20.0161666870117
-3.000000000000000000e+00,2.5,15.3477573394775
-3.000000000000000000e+00,3,5.13123607635498
-3.000000000000000000e+00,3.5,-4.16958951950073
-3.000000000000000000e+00,4,-9.95397186279297
-3.000000000000000000e+00,4.5,-16.0631504058838
-3.000000000000000000e+00,5,-26.1685009002686
-3.000000000000000000e+00,5.5,-37.5141906738281
-3.000000000000000000e+00,6,-49.7451171875
-3.000000000000000000e+00,6.5,-62.4258537292481
-3.000000000000000000e+00,7,-77.1839447021484
-3.000000000000000000e+00,7.5,-94.8859939575195
-3.000000000000000000e+00,8,-114.98112487793
-3.000000000000000000e+00,8.5,-130.060897827148
-3.000000000000000000e+00,9,-138.596008300781
-3.000000000000000000e+00,9.5,-145.803268432617
-3.000000000000000000e+00,10,-154.580215454102
-3.000000000000000000e+00,-10,-251.155792236328
-2.500000000000000000e+00,-9.5,-250.044189453125
-2.500000000000000000e+00,-9,-245.269088745117
-2.500000000000000000e+00,-8.5,-230.921493530273
-2.500000000000000000e+00,-8,-201.377990722656
-2.500000000000000000e+00,-7.5,-163.442932128906
-2.500000000000000000e+00,-7,-127.876220703125
-2.500000000000000000e+00,-6.5,-100.466262817383
-2.500000000000000000e+00,-6,-84.8526077270508
-2.500000000000000000e+00,-5.5,-76.5556793212891
-2.500000000000000000e+00,-5,-69.042610168457
-2.500000000000000000e+00,-4.5,-59.0595588684082
-2.500000000000000000e+00,-4,-46.3787117004395
-2.500000000000000000e+00,-3.5,-32.4703063964844
-2.500000000000000000e+00,-3,-20.6506862640381
-2.500000000000000000e+00,-2.5,-10.3765344619751
-2.500000000000000000e+00,-2,1.91106867790222
-2.500000000000000000e+00,-1.5,9.32576084136963
-2.500000000000000000e+00,-1,11.5292520523071
-2.500000000000000000e+00,-0.5,12.2754058837891
-2.500000000000000000e+00,0,12.7260189056396
-2.500000000000000000e+00,0.5,13.1065139770508
-2.500000000000000000e+00,1,13.415958404541
-2.500000000000000000e+00,1.5,13.4471263885498
-2.500000000000000000e+00,2,12.3046684265137
-2.500000000000000000e+00,2.5,7.27171421051025
-2.500000000000000000e+00,3,-3.1975736618042
-2.500000000000000000e+00,3.5,-12.2923669815063
-2.500000000000000000e+00,4,-17.6090526580811
-2.500000000000000000e+00,4.5,-22.9602870941162
-2.500000000000000000e+00,5,-32.8840103149414
-2.500000000000000000e+00,5.5,-45.8762550354004
-2.500000000000000000e+00,6,-58.9178466796875
-2.500000000000000000e+00,6.5,-70.9057693481445
-2.500000000000000000e+00,7,-85.5079498291016
-2.500000000000000000e+00,7.5,-103.545394897461
-2.500000000000000000e+00,8,-123.631011962891
-2.500000000000000000e+00,8.5,-138.067855834961
-2.500000000000000000e+00,9,-146.385147094727
-2.500000000000000000e+00,9.5,-153.808502197266
-2.500000000000000000e+00,10,-162.792221069336
-2.500000000000000000e+00,-10,-254.271331787109
-2.000000000000000000e+00,-9.5,-253.147552490234
-2.000000000000000000e+00,-9,-248.257232666016
-2.000000000000000000e+00,-8.5,-233.604431152344
-2.000000000000000000e+00,-8,-203.899398803711
-2.000000000000000000e+00,-7.5,-166.943939208984
-2.000000000000000000e+00,-7,-133.185256958008
-2.000000000000000000e+00,-6.5,-106.103324890137
-2.000000000000000000e+00,-6,-89.6440124511719
-2.000000000000000000e+00,-5.5,-80.7496185302734
-2.000000000000000000e+00,-5,-72.9466247558594
-2.000000000000000000e+00,-4.5,-62.7383308410644
-2.000000000000000000e+00,-4,-49.8488349914551
-2.000000000000000000e+00,-3.5,-36.0384101867676
-2.000000000000000000e+00,-3,-24.6910762786865
-2.000000000000000000e+00,-2.5,-14.69993019104
-2.000000000000000000e+00,-2,-2.70657992362976
-2.000000000000000000e+00,-1.5,4.13509178161621
-2.000000000000000000e+00,-1,6.01046657562256
-2.000000000000000000e+00,-0.5,6.54990386962891
-2.000000000000000000e+00,0,6.82979106903076
-2.000000000000000000e+00,0.5,7.05713272094727
-2.000000000000000000e+00,1,7.2236499786377
-2.000000000000000000e+00,1.5,7.10249614715576
-2.000000000000000000e+00,2,5.72984027862549
-2.000000000000000000e+00,2.5,0.279169797897339
-2.000000000000000000e+00,3,-10.4769096374512
-2.000000000000000000e+00,3.5,-19.4040126800537
-2.000000000000000000e+00,4,-24.3441352844238
-2.000000000000000000e+00,4.5,-29.1159610748291
-2.000000000000000000e+00,5,-38.9486045837402
-2.000000000000000000e+00,5.5,-53.591178894043
-2.000000000000000000e+00,6,-67.0839080810547
-2.000000000000000000e+00,6.5,-78.4942092895508
-2.000000000000000000e+00,7,-93.1475601196289
-2.000000000000000000e+00,7.5,-111.606269836426
-2.000000000000000000e+00,8,-131.635284423828
-2.000000000000000000e+00,8.5,-145.470306396484
-2.000000000000000000e+00,9,-153.660537719727
-2.000000000000000000e+00,9.5,-161.342102050781
-2.000000000000000000e+00,10,-170.511962890625
-2.000000000000000000e+00,-10,-256.136444091797
-1.500000000000000000e+00,-9.5,-254.982070922852
-1.500000000000000000e+00,-9,-249.949935913086
-1.500000000000000000e+00,-8.5,-234.943710327148
-1.500000000000000000e+00,-8,-205.028366088867
-1.500000000000000000e+00,-7.5,-169.067169189453
-1.500000000000000000e+00,-7,-137.198455810547
-1.500000000000000000e+00,-6.5,-110.612976074219
-1.500000000000000000e+00,-6,-93.3014602661133
-1.500000000000000000e+00,-5.5,-83.7179489135742
-1.500000000000000000e+00,-5,-75.5601196289062
-1.500000000000000000e+00,-4.5,-65.078987121582
-1.500000000000000000e+00,-4,-51.9593849182129
-1.500000000000000000e+00,-3.5,-38.2617912292481
-1.500000000000000000e+00,-3,-27.3584156036377
-1.500000000000000000e+00,-2.5,-17.5715579986572
-1.500000000000000000e+00,-2,-5.82523345947266
-1.500000000000000000e+00,-1.5,0.521672010421753
-1.500000000000000000e+00,-1,2.15049910545349
-1.500000000000000000e+00,-0.5,2.55418372154236
-1.500000000000000000e+00,0,2.72453761100769
-1.500000000000000000e+00,0.5,2.84657454490662
-1.500000000000000000e+00,1,2.89999318122864
-1.500000000000000000e+00,1.5,2.63317322731018
-1.500000000000000000e+00,2,1.00706648826599
-1.500000000000000000e+00,2.5,-4.91022491455078
-1.500000000000000000e+00,3,-15.9878273010254
-1.500000000000000000e+00,3.5,-24.7974395751953
-1.500000000000000000e+00,4,-29.4788265228272
-1.500000000000000000e+00,4.5,-33.9029808044434
-1.500000000000000000e+00,5,-43.83203125
-1.500000000000000000e+00,5.5,-59.995849609375
-1.500000000000000000e+00,6,-73.6605453491211
-1.500000000000000000e+00,6.5,-84.7496337890625
-1.500000000000000000e+00,7,-99.6708297729492
-1.500000000000000000e+00,7.5,-118.643753051758
-1.500000000000000000e+00,8,-138.587844848633
-1.500000000000000000e+00,8.5,-151.888595581055
-1.500000000000000000e+00,9,-160.048858642578
-1.500000000000000000e+00,9.5,-168.025344848633
-1.500000000000000000e+00,10,-177.354583740234
-1.500000000000000000e+00,-10,-256.941162109375
-1.000000000000000000e+00,-9.5,-255.737503051758
-1.000000000000000000e+00,-9,-250.533126831055
-1.000000000000000000e+00,-8.5,-235.121780395508
-1.000000000000000000e+00,-8,-204.955810546875
-1.000000000000000000e+00,-7.5,-170.005508422852
-1.000000000000000000e+00,-7,-140.063842773438
-1.000000000000000000e+00,-6.5,-114.136848449707
-1.000000000000000000e+00,-6,-95.9925765991211
-1.000000000000000000e+00,-5.5,-85.6218643188476
-1.000000000000000000e+00,-5,-77.0285797119141
-1.000000000000000000e+00,-4.5,-66.2120208740234
-1.000000000000000000e+00,-4,-52.8296279907226
-1.000000000000000000e+00,-3.5,-39.2434272766113
-1.000000000000000000e+00,-3,-28.7339210510254
-1.000000000000000000e+00,-2.5,-19.0606365203857
-1.000000000000000000e+00,-2,-7.50979661941528
-1.000000000000000000e+00,-1.5,-1.57924103736877
-1.000000000000000000e+00,-1,-0.123131275177002
-1.000000000000000000e+00,-0.5,0.204781293869019
-1.000000000000000000e+00,0,0.31582236289978
-1.000000000000000000e+00,0.5,0.373460054397583
-1.000000000000000000e+00,1,0.344660997390747
-1.000000000000000000e+00,1.5,-0.0494263172149658
-1.000000000000000000e+00,2,-1.92867398262024
-1.000000000000000000e+00,2.5,-8.32433605194092
-1.000000000000000000e+00,3,-19.7081413269043
-1.000000000000000000e+00,3.5,-28.3990840911865
-1.000000000000000000e+00,4,-32.8941383361816
-1.000000000000000000e+00,4.5,-37.1769371032715
-1.000000000000000000e+00,5,-47.3936424255371
-1.000000000000000000e+00,5.5,-64.7291030883789
-1.000000000000000000e+00,6,-78.3839797973633
-1.000000000000000000e+00,6.5,-89.4526138305664
-1.000000000000000000e+00,7,-104.83317565918
-1.000000000000000000e+00,7.5,-124.396797180176
-1.000000000000000000e+00,8,-144.230209350586
-1.000000000000000000e+00,8.5,-157.07258605957
-1.000000000000000000e+00,9,-165.289291381836
-1.000000000000000000e+00,9.5,-173.574920654297
-1.000000000000000000e+00,10,-183.015274047852
-1.000000000000000000e+00,-10,-256.969116210938
-5.000000000000000000e-01,-9.5,-255.704971313477
-5.000000000000000000e-01,-9,-250.302185058594
-5.000000000000000000e-01,-8.5,-234.437347412109
-5.000000000000000000e-01,-8,-203.99462890625
-5.000000000000000000e-01,-7.5,-170.073043823242
-5.000000000000000000e-01,-7,-142.052429199219
-5.000000000000000000e-01,-6.5,-116.926216125488
-5.000000000000000000e-01,-6,-97.9886322021485
-5.000000000000000000e-01,-5.5,-86.7237014770508
-5.000000000000000000e-01,-5,-77.5971221923828
-5.000000000000000000e-01,-4.5,-66.3738174438477
-5.000000000000000000e-01,-4,-52.7001037597656
-5.000000000000000000e-01,-3.5,-39.2314987182617
-5.000000000000000000e-01,-3,-29.0778503417969
-5.000000000000000000e-01,-2.5,-19.455379486084
-5.000000000000000000e-01,-2,-8.08449363708496
-5.000000000000000000e-01,-1.5,-2.5299379825592
-5.000000000000000000e-01,-1,-1.21279239654541
-5.000000000000000000e-01,-0.5,-0.937114953994751
-5.000000000000000000e-01,0,-0.865216732025147
-5.000000000000000000e-01,0.5,-0.852578163146973
-5.000000000000000000e-01,1,-0.944284200668335
-5.000000000000000000e-01,1.5,-1.44812703132629
-5.000000000000000000e-01,2,-3.56995010375977
-5.000000000000000000e-01,2.5,-10.4314870834351
-5.000000000000000000e-01,3,-22.0674362182617
-5.000000000000000000e-01,3.5,-30.5951461791992
-5.000000000000000000e-01,4,-34.9314384460449
-5.000000000000000000e-01,4.5,-39.2417488098145
-5.000000000000000000e-01,5,-49.8805809020996
-5.000000000000000000e-01,5.5,-67.8141326904297
-5.000000000000000000e-01,6,-81.3664016723633
-5.000000000000000000e-01,6.5,-92.6797943115235
-5.000000000000000000e-01,7,-108.652336120605
-5.000000000000000000e-01,7.5,-128.837417602539
-5.000000000000000000e-01,8,-148.516387939453
-5.000000000000000000e-01,8.5,-160.967025756836
-5.000000000000000000e-01,9,-169.303009033203
-5.000000000000000000e-01,9.5,-177.880737304688
-5.000000000000000000e-01,10,-187.35612487793
-5.000000000000000000e-01,-10,-256.568603515625
0.000000000000000000e+00,-9.5,-255.228103637695
0.000000000000000000e+00,-9,-249.588836669922
0.000000000000000000e+00,-8.5,-233.205184936523
0.000000000000000000e+00,-8,-202.450790405273
0.000000000000000000e+00,-7.5,-169.548873901367
0.000000000000000000e+00,-7,-143.379760742188
0.000000000000000000e+00,-6.5,-119.14875793457
0.000000000000000000e+00,-6,-99.4618530273438
0.000000000000000000e+00,-5.5,-87.1837615966797
0.000000000000000000e+00,-5,-77.4122009277344
0.000000000000000000e+00,-4.5,-65.7137145996094
0.000000000000000000e+00,-4,-51.7408981323242
0.000000000000000000e+00,-3.5,-38.4200439453125
0.000000000000000000e+00,-3,-28.6110916137695
0.000000000000000000e+00,-2.5,-19.0133037567139
0.000000000000000000e+00,-2,-7.84334182739258
0.000000000000000000e+00,-1.5,-2.6566755771637
0.000000000000000000e+00,-1,-1.47424125671387
0.000000000000000000e+00,-0.5,-1.2514226436615
0.000000000000000000e+00,0,-1.21770453453064
0.000000000000000000e+00,0.5,-1.24532866477966
0.000000000000000000e+00,1,-1.39136838912964
0.000000000000000000e+00,1.5,-1.99475574493408
0.000000000000000000e+00,2,-4.35240364074707
0.000000000000000000e+00,2.5,-11.6641006469727
0.000000000000000000e+00,3,-23.4874458312988
0.000000000000000000e+00,3.5,-31.798957824707
0.000000000000000000e+00,4,-35.9975509643555
0.000000000000000000e+00,4.5,-40.5001373291016
0.000000000000000000e+00,5,-51.6137924194336
0.000000000000000000e+00,5.5,-69.4499816894531
0.000000000000000000e+00,6,-82.8877258300781
0.000000000000000000e+00,6.5,-94.6524200439453
0.000000000000000000e+00,7,-111.286636352539
0.000000000000000000e+00,7.5,-132.066116333008
0.000000000000000000e+00,8,-151.517639160156
0.000000000000000000e+00,8.5,-163.621505737305
0.000000000000000000e+00,9,-172.111251831055
0.000000000000000000e+00,9.5,-180.937911987305
0.000000000000000000e+00,10,-190.359588623047
0.000000000000000000e+00,-10,-255.963104248047
5.000000000000000000e-01,-9.5,-254.512069702148
5.000000000000000000e-01,-9,-248.571487426758
5.000000000000000000e-01,-8.5,-231.575653076172
5.000000000000000000e-01,-8,-200.458618164062
5.000000000000000000e-01,-7.5,-168.53581237793
5.000000000000000000e-01,-7,-144.09700012207
5.000000000000000000e-01,-6.5,-120.815582275391
5.000000000000000000e-01,-6,-100.442932128906
5.000000000000000000e-01,-5.5,-87.0446548461914
5.000000000000000000e-01,-5,-76.5204391479492
5.000000000000000000e-01,-4.5,-64.2928466796875
5.000000000000000000e-01,-4,-50.036563873291
5.000000000000000000e-01,-3.5,-36.910514831543
5.000000000000000000e-01,-3,-27.4487762451172
5.000000000000000000e-01,-2.5,-17.8677616119385
5.000000000000000000e-01,-2,-6.9340353012085
5.000000000000000000e-01,-1.5,-2.11773204803467
5.000000000000000000e-01,-1,-1.07518219947815
5.000000000000000000e-01,-0.5,-0.913195371627808
5.000000000000000000e-01,0,-0.92273759841919
5.000000000000000000e-01,0.5,-0.991409301757812
5.000000000000000000e-01,1,-1.18861889839172
5.000000000000000000e-01,1.5,-1.88707399368286
5.000000000000000000e-01,2,-4.47969102859497
5.000000000000000000e-01,2.5,-12.2280302047729
5.000000000000000000e-01,3,-24.1739311218262
5.000000000000000000e-01,3.5,-32.2246971130371
5.000000000000000000e-01,4,-36.3229370117188
5.000000000000000000e-01,4.5,-41.1960487365723
5.000000000000000000e-01,5,-52.7221908569336
5.000000000000000000e-01,5.5,-69.7797546386719
5.000000000000000000e-01,6,-83.1462783813476
5.000000000000000000e-01,6.5,-95.5193786621094
5.000000000000000000e-01,7,-112.839065551758
5.000000000000000000e-01,7.5,-134.133148193359
5.000000000000000000e-01,8,-153.251937866211
5.000000000000000000e-01,8.5,-165.018814086914
5.000000000000000000e-01,9,-173.652908325195
5.000000000000000000e-01,9.5,-182.648910522461
5.000000000000000000e-01,10,-191.915634155273
5.000000000000000000e-01,-10,-255.120864868164
1.000000000000000000e+00,-9.5,-253.508041381836
1.000000000000000000e+00,-9,-247.186721801758
1.000000000000000000e+00,-8.5,-229.479156494141
1.000000000000000000e+00,-8,-197.962463378906
1.000000000000000000e+00,-7.5,-166.979293823242
1.000000000000000000e+00,-7,-144.138854980469
1.000000000000000000e+00,-6.5,-121.849143981934
1.000000000000000000e+00,-6,-100.891105651855
1.000000000000000000e+00,-5.5,-86.2921066284179
1.000000000000000000e+00,-5,-74.9109039306641
1.000000000000000000e+00,-4.5,-62.1034469604492
1.000000000000000000e+00,-4,-47.5835723876953
1.000000000000000000e+00,-3.5,-34.6923446655273
1.000000000000000000e+00,-3,-25.570592880249
1.000000000000000000e+00,-2.5,-15.9944877624512
1.000000000000000000e+00,-2,-5.32643222808838
1.000000000000000000e+00,-1.5,-0.877033472061157
1.000000000000000000e+00,-1,0.0243532657623291
1.000000000000000000e+00,-0.5,0.120774030685425
1.000000000000000000e+00,0,0.065049409866333
1.000000000000000000e+00,0.5,-0.044327974319458
1.000000000000000000e+00,1,-0.289488554000854
1.000000000000000000e+00,1.5,-1.0796811580658
1.000000000000000000e+00,2,-3.9082019329071
1.000000000000000000e+00,2.5,-12.077974319458
1.000000000000000000e+00,3,-24.0801181793213
1.000000000000000000e+00,3.5,-31.835958480835
1.000000000000000000e+00,4,-35.8932266235352
1.000000000000000000e+00,4.5,-41.317626953125
1.000000000000000000e+00,5,-53.0454902648926
1.000000000000000000e+00,5.5,-68.7692108154297
1.000000000000000000e+00,6,-82.1200942993164
1.000000000000000000e+00,6.5,-95.2230987548828
1.000000000000000000e+00,7,-113.227661132812
1.000000000000000000e+00,7.5,-134.922439575195
1.000000000000000000e+00,8,-153.585784912109
1.000000000000000000e+00,8.5,-164.995864868164
1.000000000000000000e+00,9,-173.720550537109
1.000000000000000000e+00,9.5,-182.766784667969
1.000000000000000000e+00,10,-191.759399414062
1.000000000000000000e+00,-10,-253.741073608398
1.500000000000000000e+00,-9.5,-251.924102783203
1.500000000000000000e+00,-9,-245.160888671875
1.500000000000000000e+00,-8.5,-226.673797607422
1.500000000000000000e+00,-8,-194.769973754883
1.500000000000000000e+00,-7.5,-164.715194702148
1.500000000000000000e+00,-7,-143.356643676758
1.500000000000000000e+00,-6.5,-122.097412109375
1.500000000000000000e+00,-6,-100.685478210449
1.500000000000000000e+00,-5.5,-84.829460144043
1.500000000000000000e+00,-5,-72.4790496826172
1.500000000000000000e+00,-4.5,-59.0290336608887
1.500000000000000000e+00,-4,-44.2518997192383
1.500000000000000000e+00,-3.5,-31.6109294891357
1.500000000000000000e+00,-3,-22.7971477508545
1.500000000000000000e+00,-2.5,-13.1964473724365
1.500000000000000000e+00,-2,-2.80482292175293
1.500000000000000000e+00,-1.5,1.29740118980408
1.500000000000000000e+00,-1,2.06913018226624
1.500000000000000000e+00,-0.5,2.10590720176697
1.500000000000000000e+00,0,2.00969099998474
1.500000000000000000e+00,0.5,1.86668467521667
1.500000000000000000e+00,1,1.58187460899353
1.500000000000000000e+00,1.5,0.707011461257935
1.500000000000000000e+00,2,-2.3552839756012
1.500000000000000000e+00,2.5,-10.9243898391724
1.500000000000000000e+00,3,-22.9118309020996
1.500000000000000000e+00,3.5,-30.3481121063232
1.500000000000000000e+00,4,-34.4468269348145
1.500000000000000000e+00,4.5,-40.574577331543
1.500000000000000000e+00,5,-52.146053314209
1.500000000000000000e+00,5.5,-66.1688461303711
1.500000000000000000e+00,6,-79.5339889526367
1.500000000000000000e+00,6.5,-93.4638748168945
1.500000000000000000e+00,7,-112.147399902344
1.500000000000000000e+00,7.5,-134.118240356445
1.500000000000000000e+00,8,-152.214569091797
1.500000000000000000e+00,8.5,-163.247421264648
1.500000000000000000e+00,9,-171.998229980469
1.500000000000000000e+00,9.5,-180.97265625
1.500000000000000000e+00,10,-189.59049987793
1.500000000000000000e+00,-10,-251.354080200195
2.000000000000000000e+00,-9.5,-249.323257446289
2.000000000000000000e+00,-9,-242.093505859375
2.000000000000000000e+00,-8.5,-222.80305480957
2.000000000000000000e+00,-8,-190.576751708984
2.000000000000000000e+00,-7.5,-161.46452331543
2.000000000000000000e+00,-7,-141.488739013672
2.000000000000000000e+00,-6.5,-121.292427062988
2.000000000000000000e+00,-6,-99.5794219970703
2.000000000000000000e+00,-5.5,-82.4367904663086
2.000000000000000000e+00,-5,-68.999626159668
2.000000000000000000e+00,-4.5,-54.8337631225586
2.000000000000000000e+00,-4,-39.7920532226562
2.000000000000000000e+00,-3.5,-27.3913726806641
2.000000000000000000e+00,-3,-18.8278255462646
2.000000000000000000e+00,-2.5,-9.15268039703369
2.000000000000000000e+00,-2,0.974689245223999
2.000000000000000000e+00,-1.5,4.77035140991211
2.000000000000000000e+00,-1,5.44166564941406
2.000000000000000000e+00,-0.5,5.43998908996582
2.000000000000000000e+00,0,5.32133674621582
2.000000000000000000e+00,0.5,5.16139030456543
2.000000000000000000e+00,1,4.8523120880127
2.000000000000000000e+00,1.5,3.90435862541199
2.000000000000000000e+00,2,0.613670587539673
2.000000000000000000e+00,2.5,-8.32619285583496
2.000000000000000000e+00,3,-20.2270698547363
2.000000000000000000e+00,3.5,-27.3351306915283
2.000000000000000000e+00,4,-31.5873203277588
2.000000000000000000e+00,4.5,-38.5027008056641
2.000000000000000000e+00,5,-49.472339630127
2.000000000000000000e+00,5.5,-61.6306991577148
2.000000000000000000e+00,6,-75.0042037963867
2.000000000000000000e+00,6.5,-89.8524398803711
2.000000000000000000e+00,7,-109.23038482666
2.000000000000000000e+00,7.5,-131.376708984375
2.000000000000000000e+00,8,-148.847351074219
2.000000000000000000e+00,8.5,-159.53059387207
2.000000000000000000e+00,9,-168.291198730469
2.000000000000000000e+00,9.5,-177.13801574707
2.000000000000000000e+00,10,-185.368957519531
2.000000000000000000e+00,-10,-247.544647216797
2.500000000000000000e+00,-9.5,-245.323425292969
2.500000000000000000e+00,-9,-237.632507324219
2.500000000000000000e+00,-8.5,-217.550338745117
2.500000000000000000e+00,-8,-185.106384277344
2.500000000000000000e+00,-7.5,-156.96728515625
2.500000000000000000e+00,-7,-138.293182373047
2.500000000000000000e+00,-6.5,-119.190055847168
2.500000000000000000e+00,-6,-97.3499298095703
2.500000000000000000e+00,-5.5,-78.9340667724609
2.500000000000000000e+00,-5,-64.3059997558594
2.500000000000000000e+00,-4.5,-49.3593444824219
2.500000000000000000e+00,-4,-34.0500335693359
2.500000000000000000e+00,-3.5,-21.871711730957
2.500000000000000000e+00,-3,-13.4910659790039
2.500000000000000000e+00,-2.5,-3.68415212631226
2.500000000000000000e+00,-2,6.20512008666992
2.500000000000000000e+00,-1.5,9.74899864196777
2.500000000000000000e+00,-1,10.3622779846191
2.500000000000000000e+00,-0.5,10.3550519943237
2.500000000000000000e+00,0,10.2411584854126
2.500000000000000000e+00,0.5,10.0866355895996
2.500000000000000000e+00,1,9.77048873901367
2.500000000000000000e+00,1.5,8.75885391235352
2.500000000000000000e+00,2,5.24019241333008
2.500000000000000000e+00,2.5,-4.04532909393311
2.500000000000000000e+00,3,-15.8014936447144
2.500000000000000000e+00,3.5,-22.6070766448975
2.500000000000000000e+00,4,-27.1684455871582
2.500000000000000000e+00,4.5,-34.8559303283691
2.500000000000000000e+00,5,-44.8018379211426
2.500000000000000000e+00,5.5,-55.1261405944824
2.500000000000000000e+00,6,-68.4936370849609
2.500000000000000000e+00,6.5,-84.38330078125
2.500000000000000000e+00,7,-104.539276123047
2.500000000000000000e+00,7.5,-126.838958740234
2.500000000000000000e+00,8,-143.735397338867
2.500000000000000000e+00,8.5,-154.20231628418
2.500000000000000000e+00,9,-163.062545776367
2.500000000000000000e+00,9.5,-171.845169067383
2.500000000000000000e+00,10,-179.802719116211
2.500000000000000000e+00,-10,-242.326248168945
3.000000000000000000e+00,-9.5,-239.964874267578
3.000000000000000000e+00,-9,-231.841018676758
3.000000000000000000e+00,-8.5,-211.009460449219
3.000000000000000000e+00,-8,-178.484893798828
3.000000000000000000e+00,-7.5,-151.362609863281
3.000000000000000000e+00,-7,-133.931274414062
3.000000000000000000e+00,-6.5,-115.955604553223
3.000000000000000000e+00,-6,-94.1829299926758
3.000000000000000000e+00,-5.5,-74.5622634887695
3.000000000000000000e+00,-5,-58.6701507568359
3.000000000000000000e+00,-4.5,-42.9036407470703
3.000000000000000000e+00,-4,-27.3460426330566
3.000000000000000000e+00,-3.5,-15.3842716217041
3.000000000000000000e+00,-3,-7.12996530532837
3.000000000000000000e+00,-2.5,2.85531306266785
3.000000000000000000e+00,-2,12.5318298339844
3.000000000000000000e+00,-1.5,15.8811740875244
3.000000000000000000e+00,-1,16.4842185974121
3.000000000000000000e+00,-0.5,16.5116424560547
3.000000000000000000e+00,0,16.4367427825928
3.000000000000000000e+00,0.5,16.3152332305908
3.000000000000000000e+00,1,16.0110301971436
3.000000000000000000e+00,1.5,14.9424686431885
3.000000000000000000e+00,2,11.1897821426392
3.000000000000000000e+00,2.5,1.57649111747742
3.000000000000000000e+00,3,-10.0002660751343
3.000000000000000000e+00,3.5,-16.5786991119385
3.000000000000000000e+00,4,-21.6522998809814
3.000000000000000000e+00,4.5,-29.9790306091309
3.000000000000000000e+00,5,-38.621265411377
3.000000000000000000e+00,5.5,-47.3152465820312
3.000000000000000000e+00,6,-60.701976776123
3.000000000000000000e+00,6.5,-77.8274993896484
3.000000000000000000e+00,7,-98.9548950195312
3.000000000000000000e+00,7.5,-121.501029968262
3.000000000000000000e+00,8,-138.00341796875
3.000000000000000000e+00,8.5,-148.487274169922
3.000000000000000000e+00,9,-157.611465454102
3.000000000000000000e+00,9.5,-166.45100402832
3.000000000000000000e+00,10,-174.279388427734
3.000000000000000000e+00,-10,-236.154815673828
3.500000000000000000e+00,-9.5,-233.714370727539
3.500000000000000000e+00,-9,-225.19401550293
3.500000000000000000e+00,-8.5,-203.673446655273
3.500000000000000000e+00,-8,-171.220947265625
3.500000000000000000e+00,-7.5,-145.158157348633
3.500000000000000000e+00,-7,-128.920227050781
3.500000000000000000e+00,-6.5,-112.098037719727
3.500000000000000000e+00,-6,-90.5860977172852
3.500000000000000000e+00,-5.5,-69.8700790405273
3.500000000000000000e+00,-5,-52.6631393432617
3.500000000000000000e+00,-4.5,-36.0546607971191
3.500000000000000000e+00,-4,-20.2826194763184
3.500000000000000000e+00,-3.5,-8.54056739807129
3.500000000000000000e+00,-3,-0.367136478424072
3.500000000000000000e+00,-2.5,9.83078289031982
3.500000000000000000e+00,-2,19.3175640106201
3.500000000000000000e+00,-1.5,22.5316314697266
3.500000000000000000e+00,-1,23.1797981262207
3.500000000000000000e+00,-0.5,23.2951793670654
3.500000000000000000e+00,0,23.3103275299072
3.500000000000000000e+00,0.5,23.2675037384033
3.500000000000000000e+00,1,23.0108299255371
3.500000000000000000e+00,1.5,21.9040946960449
3.500000000000000000e+00,2,17.9175930023193
3.500000000000000000e+00,2.5,7.99444198608398
3.500000000000000000e+00,3,-3.39471507072449
3.500000000000000000e+00,3.5,-9.88293266296387
3.500000000000000000e+00,4,-15.7093467712402
3.500000000000000000e+00,4.5,-24.4461250305176
3.500000000000000000e+00,5,-31.7319374084473
3.500000000000000000e+00,5.5,-39.1452980041504
3.500000000000000000e+00,6,-52.646240234375
3.500000000000000000e+00,6.5,-71.2635498046875
3.500000000000000000e+00,7,-93.6325378417969
3.500000000000000000e+00,7.5,-116.570602416992
3.500000000000000000e+00,8,-132.886611938477
